id,canonical_name,category_id,subcategory,keywords,primary_unit,unit_weight_grams,unit_volume_ml,density_g_per_ml,calories_per_100g,protein_g_per_100g,carbs_g_per_100g,fat_g_per_100g,fiber_g_per_100g,sugar_g_per_100g,sodium_mg_per_100g,shelf_life_days_pantry,shelf_life_days_fridge,shelf_life_days_freezer,origin_country,can_conserve_bocal,can_lactofermentation,can_sechage,can_congelation,can_confiture,can_vinaigre,can_huile,process_params,created_at,updated_at,structured_seasons,category_parent,category_child
422,germe blé,2,autres_legumes,"[""germe blé"",""wheat sprout""]",g,1.00,,0.8500,11.0,1.80,1.00,0.10,1.20,0.30,5.00,1,3,365,"[""US"",""CN""]",false,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
423,germe luzerne,2,autres_legumes,"[""germe luzerne"",""alfalfa sprout""]",g,1.00,,0.9300,23.0,4.00,2.00,0.70,1.90,0.20,6.00,1,3,365,"[""US"",""CN""]",false,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
424,germe radis,2,legumes_racines,"[""germe radis"",""radish sprout""]",g,1.00,,0.9300,43.0,3.80,4.00,2.50,1.60,1.90,10.00,1,3,365,"[""JP"",""CN""]",false,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[4,5,6],""type"":""legume"",""available"":[3,4,5,6,7,8,9]}",legumes,legumes_racines
425,artichaut,2,legumes_perpetuels,"[""artichaut"",""artichoke""]",u,150.00,,0.8500,47.0,3.30,11.00,0.20,5.40,1.00,94.00,3,7,365,"[""IT"",""EG"",""ES"",""PE""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[4,5,6],""type"":""legume"",""available"":[3,4,5,6,7,8,9,10]}",legumes,legumes_perpetuels
426,brocoli tige,2,legumes_feuilles,"[""brocoli tige"",""broccoli stem""]",g,1.00,,0.8900,34.0,2.80,7.00,0.40,2.60,1.50,33.00,3,7,365,"[""CN"",""IN"",""US""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[4,5,10,11],""type"":""legume"",""available"":[3,4,5,6,9,10,11,12]}",legumes,legumes_feuilles
427,tomate,2,legumes_fruits,"[""tomate"",""tomato""]",u,120.00,,0.9500,18.0,0.90,4.00,0.20,1.20,2.60,5.00,3,7,365,"[""CN"",""IN"",""TR"",""US""]",true,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,legumes_fruits
428,courgette,2,legumes_fruits,"[""courgette"",""zucchini""]",u,200.00,,0.9500,17.0,1.20,3.00,0.30,1.00,1.70,8.00,3,7,365,"[""CN"",""IN"",""TR"",""IT""]",true,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,legumes_fruits
429,aubergine,2,legumes_fruits,"[""aubergine"",""eggplant""]",u,250.00,,0.9200,25.0,1.00,6.00,0.20,3.00,3.50,2.00,3,7,365,"[""CN"",""IN"",""TR"",""EG""]",true,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,legumes_fruits
430,poivron,2,legumes_fruits,"[""poivron"",""pepper""]",u,120.00,,0.9300,31.0,1.00,7.00,0.30,2.50,4.20,4.00,7,14,365,"[""CN"",""MX"",""TR"",""IN""]",true,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,legumes_fruits
431,concombre,2,legumes_fruits,"[""concombre"",""cucumber""]",u,300.00,,0.9600,16.0,0.70,4.00,0.10,0.50,1.70,2.00,3,7,365,"[""CN"",""TR"",""IR"",""RU""]",true,true,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,legumes_fruits
432,cornichon,2,autres_legumes,"[""cornichon"",""gherkin""]",u,10.00,,0.9600,16.0,0.70,4.00,0.10,0.50,1.70,2.00,3,7,365,"[""FR"",""DE"",""PL""]",true,true,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
433,courge,2,courges,"[""courge"",""squash""]",g,1.00,,0.8500,26.0,1.00,7.00,0.10,1.20,2.80,1.00,30,60,365,"[""CN"",""IN"",""RU"",""US""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[8,9,10],""type"":""legume"",""available"":[7,8,9,10,11]}",legumes,courges
434,potimarron,2,courges,"[""potimarron"",""red kuri squash""]",g,1.00,,0.8700,31.0,1.10,8.00,0.10,1.40,3.50,2.00,30,90,365,"[""JP"",""FR"",""US""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[8,9,10],""type"":""legume"",""available"":[7,8,9,10,11]}",legumes,courges
435,pâtisson,2,autres_legumes,"[""pâtisson"",""pattypan squash""]",u,300.00,,0.9500,17.0,1.20,3.00,0.30,1.00,1.70,8.00,7,14,365,"[""FR"",""US"",""IT""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
436,butternut,2,courges,"[""butternut"",""butternut squash""]",g,1.00,,0.8600,45.0,1.00,12.00,0.10,2.00,2.20,4.00,30,90,365,"[""US"",""AU"",""ZA""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[8,9,10],""type"":""legume"",""available"":[7,8,9,10,11]}",legumes,courges
437,chayotte,2,autres_legumes,"[""chayotte"",""chayote""]",u,200.00,,0.9500,19.0,0.80,5.00,0.10,1.70,1.80,2.00,7,14,365,"[""MX"",""CR"",""AU""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
438,okra,2,autres_legumes,"[""okra"",""lady finger""]",g,1.00,,0.9000,33.0,1.90,7.00,0.20,3.20,1.50,7.00,1,3,365,"[""IN"",""NG"",""EG"",""US""]",true,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
439,physalis,2,autres_legumes,"[""physalis"",""golden berry""]",u,5.00,,0.8500,53.0,1.90,11.00,0.70,1.90,4.90,1.00,3,7,365,"[""PE"",""CO"",""ZA""]",false,false,false,true,true,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
440,tomatillo,2,autres_legumes,"[""tomatillo"",""mexican husk tomato""]",u,35.00,,0.9200,32.0,0.90,7.00,1.00,1.90,3.90,1.00,3,7,365,"[""MX"",""GT""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
441,piment,2,autres_legumes,"[""piment"",""chili pepper""]",g,1.00,,0.8800,40.0,1.90,9.00,0.40,1.50,5.30,9.00,7,14,365,"[""MX"",""IN"",""TH"",""CN""]",true,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
442,potiron,2,courges,"[""potiron"",""pumpkin""]",g,1.00,,0.8500,26.0,1.00,7.00,0.10,1.20,2.80,1.00,30,90,365,"[""US"",""CN"",""MX""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[8,9,10],""type"":""legume"",""available"":[7,8,9,10,11]}",legumes,courges
443,patidou,2,autres_legumes,"[""patidou"",""sweet dumpling""]",u,150.00,,0.8800,26.0,1.00,7.00,0.10,1.20,2.80,1.00,14,30,365,"[""FR""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
444,giraumon,2,autres_legumes,"[""giraumon"",""caribbean pumpkin""]",g,1.00,,0.8600,26.0,1.00,7.00,0.10,1.20,2.80,1.00,30,90,365,"[""FR"",""GP"",""MQ""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
445,melon d_eau,2,autres_legumes,"[""melon eau"",""honeydew""]",g,1.00,,0.9000,34.0,0.80,8.00,0.20,0.90,7.90,16.00,3,7,365,"[""CN"",""TR"",""IR"",""ES""]",false,false,false,true,true,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
446,concombre amer,2,legumes_fruits,"[""concombre amer"",""bitter melon""]",u,200.00,,0.9400,17.0,1.00,4.00,0.20,2.80,1.40,5.00,3,7,365,"[""CN"",""IN"",""JP""]",true,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,legumes_fruits
447,petit pois,2,autres_legumes,"[""petit pois"",""green pea""]",g,1.00,,0.7800,81.0,5.40,14.00,0.40,5.70,5.70,5.00,2,5,365,"[""CN"",""IN"",""CA"",""FR""]",true,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
448,haricot vert,2,autres_legumes,"[""haricot vert"",""green bean""]",g,1.00,,0.9000,31.0,1.80,7.00,0.20,2.70,3.30,6.00,3,7,365,"[""CN"",""ID"",""TR"",""IN""]",true,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
449,mange-tout,2,autres_legumes,"[""mange-tout"",""snow pea""]",g,1.00,,0.8900,42.0,2.80,8.00,0.20,2.60,4.00,4.00,2,5,365,"[""CN"",""NL"",""GB""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
452,édamame,2,autres_legumes,"[""édamame"",""young soybean""]",g,1.00,,0.7800,121.0,11.90,10.00,5.20,5.20,3.40,6.00,2,5,365,"[""JP"",""CN"",""US""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
453,haricot rouge,2,autres_legumes,"[""haricot rouge"",""kidney bean""]",g,1.00,,0.7700,127.0,8.70,23.00,0.50,6.40,0.30,24.00,365,730,730,"[""PE"",""IN"",""US"",""MX""]",true,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
454,haricot blanc,2,autres_legumes,"[""haricot blanc"",""white bean""]",g,1.00,,0.7700,139.0,9.70,25.00,0.90,7.00,0.30,16.00,365,730,730,"[""IT"",""GR"",""FR"",""US""]",true,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
455,haricot noir,2,autres_legumes,"[""haricot noir"",""black bean""]",g,1.00,,0.7700,132.0,8.90,24.00,0.50,8.70,0.30,5.00,365,730,730,"[""BR"",""MX"",""CU""]",true,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
461,mungo,2,autres_legumes,"[""mungo"",""mung bean""]",g,1.00,,0.7800,105.0,7.00,19.00,0.40,5.90,4.00,15.00,365,730,730,"[""IN"",""CN"",""TH"",""MM""]",true,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
462,azuki,2,autres_legumes,"[""azuki"",""adzuki bean""]",g,1.00,,0.7800,128.0,7.50,25.00,0.20,7.30,0.60,8.00,365,730,730,"[""JP"",""CN"",""KR""]",true,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
463,flageolet,2,autres_legumes,"[""flageolet"",""flageolet bean""]",g,1.00,,0.7700,26.0,1.70,5.00,0.20,2.40,1.20,4.00,3,7,365,"[""FR"",""IT""]",true,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
464,coco blanc,2,autres_legumes,"[""coco blanc"",""navy bean""]",g,1.00,,0.7700,139.0,9.70,25.00,0.90,7.00,0.30,16.00,365,730,730,"[""FR"",""IT"",""GR""]",true,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
467,gingembre,2,autres_legumes,"[""gingembre"",""ginger""]",g,1.00,,0.9000,80.0,1.80,18.00,0.80,2.00,1.70,13.00,14,21,365,"[""IN"",""CN"",""NG"",""TH""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
468,curcuma,2,autres_legumes,"[""curcuma"",""turmeric""]",g,1.00,,0.8800,354.0,7.80,65.00,10.00,21.10,3.20,38.00,14,21,365,"[""IN"",""TH"",""CN"",""MM""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
469,galanga,2,autres_legumes,"[""galanga"",""galangal""]",g,1.00,,0.8900,71.0,1.00,15.00,0.70,2.10,1.00,15.00,7,14,365,"[""TH"",""ID"",""MY"",""CN""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
470,citronnelle,2,autres_legumes,"[""citronnelle"",""lemongrass""]",g,1.00,,0.9100,99.0,1.80,25.00,0.50,0.00,0.00,6.00,7,14,365,"[""TH"",""VN"",""ID"",""IN""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
471,persil,2,autres_legumes,"[""persil"",""parsley""]",g,1.00,,0.8800,36.0,3.00,6.00,0.80,3.30,0.90,56.00,3,7,365,"[""DZ"",""TR"",""TN""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
472,coriandre,2,autres_legumes,"[""coriandre"",""cilantro""]",g,1.00,,0.9200,23.0,2.10,4.00,0.50,2.80,0.90,46.00,3,7,365,"[""RU"",""CN"",""IN"",""MX""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
473,basilic,2,autres_legumes,"[""basilic"",""basil""]",g,1.00,,0.9200,22.0,3.20,2.00,0.60,1.60,0.30,4.00,3,7,365,"[""IN"",""TH"",""IT"",""GR""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
474,menthe,2,autres_legumes,"[""menthe"",""mint""]",g,1.00,,0.9200,44.0,3.80,8.00,0.70,6.80,0.30,31.00,3,7,365,"[""IN"",""CN"",""TR"",""MA""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
475,aneth,2,autres_legumes,"[""aneth"",""dill""]",g,1.00,,0.9000,43.0,3.50,7.00,1.10,2.10,0.40,61.00,3,7,365,"[""IN"",""RU"",""IR""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
476,estragon,2,autres_legumes,"[""estragon"",""tarragon""]",g,1.00,,0.8900,295.0,22.80,50.00,7.20,7.40,0.00,62.00,3,7,365,"[""RU"",""FR"",""US""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
477,thym,2,autres_legumes,"[""thym"",""thyme""]",g,1.00,,0.8500,276.0,9.10,64.00,7.40,37.00,1.70,9.00,7,14,365,"[""TR"",""GR"",""FR"",""ES""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
478,romarin,2,autres_legumes,"[""romarin"",""rosemary""]",g,1.00,,0.8500,331.0,4.90,65.00,15.20,42.60,0.00,26.00,7,14,365,"[""ES"",""FR"",""IT"",""GR""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
479,origan,2,autres_legumes,"[""origan"",""oregano""]",g,1.00,,0.8500,306.0,11.00,69.00,10.30,42.80,4.10,15.00,7,14,365,"[""TR"",""GR"",""IT"",""MX""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
480,marjolaine,2,autres_legumes,"[""marjolaine"",""marjoram""]",g,1.00,,0.8500,306.0,12.70,60.00,7.00,40.30,4.10,77.00,7,14,365,"[""FR"",""DE"",""HU""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
481,sauge,2,autres_legumes,"[""sauge"",""sage""]",g,1.00,,0.8500,315.0,10.60,61.00,12.70,40.30,1.70,11.00,7,14,365,"[""GR"",""IT"",""FR"",""ES""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
482,laurier,2,autres_legumes,"[""laurier"",""bay leaf""]",g,1.00,,0.8000,313.0,7.60,75.00,8.40,26.30,0.00,23.00,180,365,365,"[""TR"",""GR"",""ES"",""MA""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
483,verveine,2,autres_legumes,"[""verveine"",""lemon verbena""]",g,1.00,,0.8800,260.0,5.80,55.00,3.20,25.00,2.10,18.00,3,7,365,"[""AR"",""CL"",""PE""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
484,mélisse,2,autres_legumes,"[""mélisse"",""lemon balm""]",g,1.00,,0.8800,44.0,3.80,8.00,0.70,6.80,0.30,31.00,3,7,365,"[""DE"",""FR"",""GB""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
485,livèche,2,autres_legumes,"[""livèche"",""lovage""]",g,1.00,,0.9000,42.0,3.70,8.00,0.80,4.20,0.80,8.00,3,7,365,"[""FR"",""DE"",""IT""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
486,hysope,2,autres_legumes,"[""hysope"",""hyssop""]",g,1.00,,0.8500,260.0,6.00,54.00,3.00,28.00,0.00,35.00,7,14,365,"[""GR"",""FR"",""ES""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
487,sarriette,2,autres_legumes,"[""sarriette"",""savory""]",g,1.00,,0.8500,272.0,6.00,68.00,5.90,45.70,0.00,24.00,7,14,365,"[""FR"",""ES"",""BG""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
488,cerfeuil,2,autres_legumes,"[""cerfeuil"",""chervil""]",g,1.00,,0.9000,237.0,23.20,49.00,3.90,11.30,0.00,83.00,3,7,365,"[""RU"",""FR"",""DE""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
489,pimprenelle,2,autres_legumes,"[""pimprenelle"",""salad burnet""]",g,1.00,,0.9000,42.0,4.20,8.00,0.80,3.30,0.80,3.00,3,7,365,"[""FR"",""GB"",""IT""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
490,shiso,2,autres_legumes,"[""shiso"",""perilla""]",g,1.00,,0.9200,37.0,3.90,7.00,0.10,7.30,0.20,1.00,3,7,365,"[""JP"",""CN"",""KR""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
491,épazote,2,autres_legumes,"[""épazote"",""mexican tea""]",g,1.00,,0.8900,32.0,3.80,5.00,0.80,3.80,0.00,43.00,1,3,365,"[""MX"",""GT"",""US""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
647,blé,5,cereales_completes,"[""blé"",""wheat"",""céréale""]",g,1.00,,0.8000,339.0,13.20,71.00,2.50,12.20,2.70,2.00,730,365,730,"[""CN"",""IN"",""RU"",""US""]",false,false,true,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
648,riz,5,cereales_completes,"[""riz"",""rice"",""céréale""]",g,1.00,,0.8500,130.0,2.70,28.00,0.30,0.40,0.10,1.00,730,365,730,"[""CN"",""IN"",""ID"",""BD""]",false,false,false,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
649,avoine,5,cereales_completes,"[""avoine"",""oat"",""céréale""]",g,1.00,,0.8000,389.0,16.90,66.00,6.90,10.60,1.10,2.00,730,365,730,"[""RU"",""CA"",""FI"",""AU""]",false,false,true,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
650,orge,5,cereales_completes,"[""orge"",""barley"",""céréale""]",g,1.00,,0.8200,354.0,12.50,73.00,2.30,17.30,2.30,12.00,730,365,730,"[""RU"",""DE"",""CA"",""AU""]",false,false,true,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
651,seigle,5,cereales_completes,"[""seigle"",""rye"",""céréale""]",g,1.00,,0.7800,338.0,10.30,76.00,1.60,15.10,1.90,2.00,730,365,730,"[""DE"",""PL"",""RU"",""DK""]",false,false,true,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
652,maïs,5,cereales_completes,"[""maïs"",""corn"",""céréale""]",g,1.00,,0.7500,365.0,9.40,74.00,4.70,7.30,6.30,35.00,730,365,730,"[""US"",""CN"",""BR"",""AR""]",false,false,true,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
653,millet,5,cereales_completes,"[""millet"",""céréale""]",g,1.00,,0.7800,378.0,11.00,73.00,4.20,8.50,1.70,5.00,730,365,730,"[""IN"",""NG"",""CN"",""NE""]",false,false,true,true,false,false,false,,2025-09-14 23:42:33.690573+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""sec"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",cereales,cereales_completes
