source_id,calories_kcal,proteines_g,glucides_g,lipides_g,fibres_g,sucres_g,ag_satures_g,ag_monoinsatures_g,ag_polyinsatures_g,cholesterol_mg,calcium_mg,fer_mg,magnesium_mg,phosphore_mg,potassium_mg,sodium_mg,zinc_mg,cuivre_mg,selenium_ug,iode_ug,vitamine_a_ug,beta_carotene_ug,vitamine_d_ug,vitamine_e_mg,vitamine_k_ug,vitamine_c_mg,vitamine_b1_mg,vitamine_b2_mg,vitamine_b3_mg,vitamine_b5_mg,vitamine_b6_mg,vitamine_b9_ug,vitamine_b12_ug
7650,444.0,7.62,35.9,29.1,1.56,14.1,,,,,1.76,0.083,1.75,8.53,,,,78.5,55.7,0.21,15.0,9.78,2.7,0.59,0.27,0.19,0.45,0.75,2.39,7.71,,1.1,7.06
7710,379.0,8.55,50.6,15.4,1.66,9.94,2.42,0.85,1.06,,1.1,0.13,1.19,4.28,0.03,0.01,0.01,58.0,37.1,0.11,8.34,4.74,1.36,0.29,0.19,0.15,0.23,0.43,0.96,4.81,791.0,1.1,10.0
7711,359.0,8.94,52.2,12.3,1.52,11.9,3.01,0.53,1.7,,1.87,0.32,1.73,3.45,0.07,0.01,0.03,106.0,41.6,1.0,5.54,3.8,2.15,0.01,0.07,0.04,0.08,0.13,0.38,2.77,725.0,1.0,10.0
7712,369.0,8.51,52.0,13.5,1.5,18.0,1.22,0.97,4.62,,1.69,0.35,1.27,4.93,0.01,0.01,0.01,49.2,60.0,0.16,6.32,4.93,1.62,0.02,0.01,0.02,0.02,0.06,0.11,2.57,622.0,2.0,20.0
7720,331.0,5.11,55.9,9.0,1.4,18.7,7.52,0.5,1.07,,0.7,0.12,0.44,2.67,0.0069,0.0032,,43.0,32.1,1.0,4.1,2.94,0.89,0.12,0.079,0.062,0.11,0.27,0.47,2.29,0.5,0.77,10.0
7730,421.0,7.47,45.4,22.5,1.45,12.8,2.5,0.2,0.96,,2.88,0.11,0.66,4.71,0.02,0.01,0.01,69.4,23.0,0.21,14.7,5.43,0.85,0.69,0.48,0.3,0.5,0.65,2.11,6.65,655.0,4.1,20.0
7733,423.0,6.9,46.8,22.3,1.66,11.1,1.1,0.2,2.3,,2.68,0.11,1.29,5.76,0.01,0.01,0.01,17.9,91.0,0.22,13.4,6.22,1.41,0.23,0.17,0.29,0.29,0.98,1.29,7.19,690.0,3.2,20.0
7735,348.0,8.56,51.6,11.2,1.46,17.0,2.17,0.1,2.55,,0.21,0.01,1.99,7.61,0.01,0.01,0.01,42.8,52.0,0.21,0.92,7.8,1.99,0.01,0.01,0.01,0.01,0.01,0.01,0.71,631.0,3.5,
7737,351.0,7.47,53.2,11.6,1.18,21.1,4.13,0.48,2.53,,,,,,,,,,,,6.82,2.77,1.48,,,,0.15,,,,,,
7738,346.0,6.9,50.5,12.1,1.17,18.4,6.0,0.1,2.93,,1.18,0.078,0.81,3.13,,,0.01,,14.7,,7.2,3.16,1.21,0.31,0.2,0.15,0.25,0.35,1.03,3.73,,,
7739,300.0,6.22,49.2,8.41,0.68,20.7,,,,,,,,,,,,,,,4.93,,,,,,,,,,,,
7740,354.0,8.13,52.7,11.8,1.35,12.7,3.4,0.2,1.7,,0.99,0.4,1.33,3.88,0.02,0.01,0.01,59.3,32.0,0.11,5.01,4.3,1.75,0.17,0.12,0.12,0.17,0.43,0.67,2.17,689.0,0.94,20.0
7741,401.0,11.3,46.0,19.1,1.85,5.7,1.7,0.6,1.0,,1.58,0.15,0.73,3.18,,,,109.0,41.2,0.12,7.84,3.18,,0.38,0.21,0.16,0.33,0.5,0.95,3.73,1.5,1.65,31.8
7742,374.0,9.81,49.2,14.7,1.87,,4.7,0.5,0.8,,1.29,0.16,,,,,,99.0,30.0,0.082,8.51,4.92,1.14,0.26,0.17,0.15,0.28,0.64,1.16,4.31,809.0,1.15,10.0
7744,355.0,7.2,53.3,12.3,0.89,19.6,,,,,,,,,,,,,,,5.83,4.49,1.39,,,,,,,,,,
7745,366.0,8.0,51.6,14.0,1.34,13.4,1.9,0.2,1.4,,1.33,0.09,0.74,2.84,0.03,0.01,0.01,105.0,30.0,0.08,8.69,3.37,0.89,0.45,0.27,0.15,0.37,0.44,1.36,4.04,667.0,0.85,20.0
23467,381.0,7.76,42.6,18.6,1.4,27.1,0.2,0.2,0.2,,1.52,0.14,1.17,4.51,0.061,0.0065,0.017,191.0,36.0,1.0,9.89,5.19,1.47,0.51,0.24,0.18,0.39,0.55,1.26,5.06,697.0,1.6,10.0
23480,338.0,4.17,36.6,18.7,1.15,11.2,3.6,0.2,2.0,,1.28,0.061,1.15,2.8,,,,45.6,15.0,0.038,10.3,2.8,1.21,0.38,0.26,0.18,0.35,0.54,1.35,5.96,,0.44,7.24
7412,432.6,7.85,64.3,16.0,1.7,30.2,0.5,1.8,0.5,,,,,,,,,,173.0,,4.88,5.0,6.0,,,,,,,,394.0,3.7,10.0
7413,376.4,4.91,74.7,6.44,1.1,28.8,8.9,0.5,0.5,,,,,,,,,,145.0,,1.72,,1.0,,,,,,,,253.0,1.0,10.0
23027,430.2,6.9,77.7,10.2,0.2,74.0,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,
24000,473.0,6.9,65.0,20.6,1.2,24.7,0.036,0.15,,,1.3,0.37,1.76,6.41,,,,65.0,26.5,0.13,6.09,8.28,2.13,,0.14,0.28,0.28,0.9,0.78,2.41,,1.58,2.3
24001,443.0,6.77,70.0,15.1,1.48,23.6,,,3.2,,1.59,0.16,1.86,5.58,,,,3.0,39.5,0.1,6.81,5.58,2.04,,,,0.48,,0.067,1.8,,2.12,1.9
24002,456.7,9.63,72.6,14.2,1.03,23.3,,,,,0.49,0.25,3.02,3.95,0.013,,,15.5,,0.28,6.07,3.98,3.26,0.013,0.013,0.044,0.013,0.013,0.14,5.4,,2.0,13.0
24003,469.0,10.8,61.9,19.8,2.78,22.1,4.22,0.2,1.79,,1.39,0.12,3.16,6.71,0.019,,,1.7,,0.35,8.44,6.75,3.32,0.019,0.019,0.019,0.019,0.019,0.17,6.76,,6.4,11.0
24004,431.0,10.8,61.4,15.8,1.0,20.2,,,,,,,,,,,,,45.0,0.1,6.8,5.2,3.0,,,,,,,,,1.95,12.0
24005,467.5,22.7,47.6,20.7,0.92,14.3,,,,,,,,,,,,,20.0,,8.37,5.9,2.4,,,,,,,,,2.1,
24007,403.0,7.0,69.0,11.0,2.27,22.4,,,,,0.73,0.39,,3.84,,,,,,,3.18,4.12,1.84,0.0092,0.01,0.055,0.054,0.59,0.25,1.37,,,
24008,384.8,4.69,75.3,7.2,1.0,,8.9,0.5,0.9,,0.31,0.14,,2.74,,,,13.0,59.0,1.0,2.82,2.74,1.33,,,,,0.014,0.057,2.38,206.0,1.0,10.0
24009,477.1,5.94,69.0,19.7,1.03,32.6,2.13,0.2,0.28,,0.73,0.17,1.9,6.34,0.01,0.01,0.01,,,,9.35,6.47,2.07,0.01,0.01,0.01,0.01,0.05,0.18,7.31,,,
24010,433.9,7.23,74.7,11.8,1.05,21.7,0.2,0.3,0.2,,0.9,0.056,0.75,3.09,,,,21.4,57.7,0.16,6.68,3.4,0.85,0.22,0.11,0.084,0.21,0.26,0.84,3.83,,2.16,6.0
24011,509.0,6.44,61.4,26.4,1.11,39.4,0.38,2.66,0.2,,1.43,0.34,2.98,13.9,0.05,0.08,0.06,20.1,55.0,0.24,6.21,15.3,3.59,0.01,0.01,0.01,0.01,0.03,0.16,4.43,231.0,2.6,
24015,439.1,8.06,74.5,12.1,1.5,21.5,0.2,0.4,0.2,,1.11,0.07,0.53,2.37,0.01,0.01,0.01,40.0,34.0,0.12,7.82,2.79,0.62,0.42,0.25,0.16,0.33,0.4,1.27,3.66,595.0,0.82,20.0
24016,496.6,6.62,63.3,24.1,1.3,36.8,0.17,3.73,0.13,,4.03,0.072,0.99,5.6,0.0028,0.005,0.005,26.4,94.0,0.25,15.1,5.85,1.08,0.26,0.15,0.18,0.27,2.12,1.34,5.67,,5.3,24.0
24017,457.2,7.19,71.1,16.0,1.64,24.5,0.2,0.2,0.2,,2.37,0.094,0.63,3.72,0.012,0.008,0.005,,,,9.37,4.16,0.8,0.56,0.26,0.14,0.3,0.35,1.2,4.18,,,
24030,432.1,8.25,73.9,11.5,1.27,20.0,,,,,,,,,,,,,27.9,,5.45,,,,,,,,,,558.0,,
24031,422.1,5.63,80.1,8.8,1.5,29.4,0.5,0.5,0.5,,0.27,0.1,,2.61,0.0031,,,40.0,199.0,1.0,2.85,2.72,0.95,,,0.061,0.043,0.012,0.059,2.36,279.0,1.0,10.0
24034,441.1,7.81,65.8,16.3,2.45,21.0,0.21,0.3,0.1,,0.6,0.87,3.02,8.21,0.01,0.01,0.01,2.91,250.0,0.16,2.83,8.8,3.89,0.01,0.01,0.01,0.01,0.03,0.07,1.93,473.0,4.0,
24035,439.9,7.68,66.3,16.0,1.17,20.2,,,,,,,,,,,,,200.0,,4.4,,,,,,,,,,,2.8,
24036,514.6,6.43,61.7,26.9,1.06,34.3,0.2,1.17,0.2,,,,,,,,,,53.4,0.23,14.2,,,,,,,,,,368.0,2.66,6.0
24037,376.5,4.43,69.2,9.11,1.08,43.4,8.1,0.2,3.5,,0.33,0.19,0.76,3.74,0.005,0.005,0.005,3.8,64.0,0.1,3.6,3.74,1.38,0.005,0.005,0.0034,0.0028,0.02,0.074,3.17,235.0,1.0,12.0
24038,500.3,6.93,61.9,25.0,1.32,36.7,0.14,3.56,0.14,,3.31,0.047,1.69,7.47,0.005,0.005,0.005,9.0,45.0,,14.9,7.67,1.75,0.052,0.035,0.073,0.088,0.82,0.54,7.53,,2.7,7.13
24039,380.2,3.32,75.7,7.12,0.42,41.9,,,,,0.26,0.015,0.7,3.39,0.005,0.0043,0.005,,,,2.64,3.56,0.72,0.005,0.0047,0.032,0.02,0.15,0.096,2.03,,,
24040,454.2,6.5,69.7,16.6,1.92,29.8,0.2,0.4,0.22,,1.53,0.11,1.65,5.32,0.015,0.013,0.013,4.95,93.6,1.0,8.75,5.32,1.8,0.027,0.018,0.026,0.026,0.11,0.22,6.19,325.0,5.1,10.0
24041,445.0,7.44,67.7,15.7,1.93,23.4,0.19,0.2,0.17,5.0,0.72,0.68,2.47,7.15,0.01,0.01,0.01,2.96,39.0,0.24,4.12,7.64,3.16,0.01,0.01,0.03,0.02,0.23,0.14,2.84,314.0,4.1,20.0
24049,489.1,6.4,64.8,22.7,1.21,24.3,0.2,0.2,0.2,,1.53,0.11,1.3,4.91,0.0096,0.0043,0.005,130.0,37.7,0.09,14.7,5.49,1.49,0.67,0.37,0.24,0.42,0.68,1.61,6.29,561.0,1.82,18.0
24050,498.3,6.64,61.0,25.3,1.27,28.9,0.62,0.26,0.26,,3.54,0.09,0.8,5.47,0.02,0.01,0.01,63.7,34.0,0.33,16.0,6.36,1.01,0.26,0.32,0.24,0.37,0.54,1.63,6.61,297.0,7.0,20.0
24051,478.4,7.39,60.9,22.8,1.19,43.1,1.5,,0.7,,0.77,1.23,3.79,12.6,0.0053,0.0043,0.005,,,,3.03,13.8,5.08,0.005,0.005,0.021,0.017,0.14,0.073,1.69,,,
24052,499.6,6.65,60.2,25.8,1.42,29.2,0.19,1.74,1.74,,2.93,0.09,1.61,6.8,0.01,0.01,0.01,21.0,58.0,0.29,16.0,7.26,1.75,0.047,0.09,0.56,0.41,3.55,1.73,6.39,247.0,0.15,20.0
24053,493.7,6.84,63.7,23.5,0.89,28.2,,,,,,,,,,,,,,,13.2,,,,,,,,,,,3.97,
24054,467.8,5.93,67.6,19.3,1.18,31.0,1.3,0.3,0.2,,0.68,0.059,1.66,5.65,0.01,0.01,0.01,25.5,35.0,0.19,11.0,5.65,1.72,0.065,0.097,0.88,0.48,3.55,1.65,3.63,202.0,1.0,20.0
24055,511.0,5.5,59.8,27.2,0.93,29.7,0.62,0.18,1.07,1.1,1.8,0.19,1.64,6.67,0.01,0.01,0.01,35.4,23.0,0.18,16.7,7.12,1.83,0.23,0.2,0.84,0.7,4.21,2.41,6.04,200.0,1.5,
24056,514.0,9.31,50.7,28.7,1.46,44.1,4.41,2.61,3.55,,3.57,0.36,3.73,10.4,0.08,0.01,0.02,21.4,120.0,0.44,10.8,12.0,4.52,0.01,0.01,0.03,0.02,0.02,0.38,6.61,81.0,2.5,
24060,530.0,7.42,56.0,30.7,0.3,46.1,,,,,,,,,,,,,,,18.9,,,,,,,,,,,,
24070,475.3,7.1,66.5,20.1,1.0,24.2,0.3,,0.3,,1.98,0.03,0.61,3.83,0.0098,0.005,0.005,,,,12.3,4.54,0.66,0.82,0.45,0.24,0.45,0.54,1.81,5.65,,,
24071,477.2,8.38,59.4,22.9,0.99,,0.5,0.5,0.5,,,,,,,,,98.0,31.9,1.0,,,,,,,,,,,107.0,1.0,10.0
24072,477.3,5.85,66.0,21.1,0.96,32.0,0.58,,0.26,,1.47,0.085,0.94,4.52,,,0.01,,,,10.6,6.16,1.34,0.52,0.34,0.25,0.46,0.56,1.85,5.16,,,
24080,492.7,6.63,61.2,24.6,0.94,27.3,,,,,1.52,0.37,4.39,5.89,0.015,0.005,0.005,,,,10.7,5.89,6.08,0.26,0.16,0.1,0.19,0.28,0.74,6.93,,,
24225,473.6,5.36,71.2,18.6,0.82,34.7,0.6,0.2,3.9,,0.89,0.011,1.6,5.49,0.005,0.005,0.005,3.1,20.6,1.0,10.7,5.49,1.61,0.005,0.0061,0.14,0.12,1.59,0.63,5.66,308.0,1.0,10.0
24231,460.4,6.7,67.9,18.0,1.25,29.8,0.23,0.55,1.26,,1.1,0.036,1.63,5.68,0.005,0.005,0.0035,2.2,120.0,0.39,9.92,5.85,1.67,0.005,0.024,0.26,0.18,1.65,0.7,5.96,0.26,3.3,24.0
24240,476.4,6.64,73.3,17.4,1.24,31.6,6.6,0.2,7.5,,0.24,0.02,0.64,2.18,0.005,0.005,0.005,0.5,240.0,,9.68,2.21,0.66,0.005,0.005,0.005,0.005,0.011,0.062,2.56,243.0,4.5,
24300,415.2,9.0,76.8,8.0,1.29,35.0,0.23,,0.35,,0.47,0.041,0.34,2.26,,,,,1.55,,5.0,2.26,0.38,,,0.31,0.27,2.39,0.95,0.6,577.0,,
24311,522.5,6.38,57.2,29.8,1.44,35.8,0.13,2.62,0.15,,4.7,0.029,0.88,4.94,0.005,0.005,0.005,,34.0,,22.9,5.35,0.92,0.019,0.11,1.09,0.76,6.55,2.46,5.83,,,
24312,505.2,7.31,59.6,26.4,1.11,37.4,5.72,1.34,0.12,,2.78,0.076,1.29,4.91,0.0052,0.005,0.005,10.1,20.1,1.0,17.7,5.02,1.38,0.1,0.17,1.26,0.88,6.53,2.63,3.14,194.0,6.8,10.0
24313,538.0,5.75,60.1,30.1,1.12,32.9,5.98,5.93,0.18,,1.4,0.05,1.63,6.89,0.01,0.01,0.01,8.85,92.0,0.07,19.9,7.06,1.69,0.01,0.05,0.71,0.59,5.46,2.22,9.35,241.0,0.55,
24320,361.5,4.43,82.4,1.58,0.6,41.7,15.6,,17.1,,0.04,0.021,0.27,0.26,0.005,0.005,0.005,,,,0.75,0.27,0.29,0.005,0.005,0.0043,0.0038,0.014,0.012,0.25,,,
24360,520.7,5.29,63.0,27.5,0.73,38.0,0.5,,0.45,,,0.2,,,,,,,,,17.5,7.45,2.1,,,,,,,,455.0,,
24370,453.0,6.27,72.1,15.5,1.55,36.7,2.75,,0.5,,,0.1,,,,,,,,,10.2,2.3,0.45,,,,,,,,,,
24371,491.4,5.91,67.9,21.8,1.41,42.4,0.94,,0.36,,4.2,0.35,1.09,5.9,,,0.0056,,,,13.5,5.9,1.45,0.23,0.14,0.13,0.2,0.24,0.76,4.78,,,
24430,385.5,7.98,79.9,3.77,0.66,47.9,0.5,0.5,0.5,,0.14,0.036,0.69,1.11,0.016,,0.023,109.0,25.5,1.0,0.99,1.23,0.77,,,,,,0.0092,0.56,0.1,1.1,10.0
24441,430.5,5.66,77.9,10.7,0.9,40.3,0.39,1.25,0.2,,0.42,0.022,0.79,2.59,0.001,,0.01,67.0,21.8,0.12,6.85,2.59,0.81,0.01,0.01,0.01,0.01,0.02,0.11,4.26,360.0,0.6,2.0
24520,398.1,4.11,94.3,0.5,0.29,94.3,0.2,0.2,0.2,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,4.15,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.18,2.0
24615,471.0,7.8,68.0,18.1,0.69,39.2,0.25,,0.2,,0.64,0.05,2.19,8.07,0.01,0.01,0.01,43.6,49.0,0.14,5.65,8.41,2.24,0.12,0.09,0.21,0.22,1.03,0.8,2.41,150.0,0.81,10.5
24616,384.0,5.43,74.9,8.28,0.7,26.9,,,,16.4,,,,,,,,,,,3.69,,,,,,,,,,,,
24659,514.8,6.1,60.5,27.6,1.29,21.6,1.59,0.2,0.52,,1.83,0.23,2.6,8.55,0.0029,0.0029,0.005,11.7,16.7,0.1,14.4,9.49,2.92,0.029,0.028,0.17,0.13,0.9,0.58,9.58,,0.4,3.0
24660,489.9,5.93,53.1,28.2,1.32,21.8,0.8,0.2,0.6,,2.3,0.25,0.78,7.84,0.027,,,28.0,15.6,1.0,14.4,8.4,2.06,0.84,0.42,0.28,0.68,0.52,0.87,8.49,0.9,0.58,10.0
24678,341.0,4.44,74.4,2.1,0.42,51.1,12.6,0.1,6.2,,0.12,0.01,0.34,0.76,0.02,0.01,0.01,70.9,19.0,0.04,0.75,0.84,0.37,0.01,0.01,0.01,0.01,0.08,0.04,0.48,75.3,0.7,5.0
24679,431.8,4.7,71.3,14.2,0.69,32.7,8.87,0.2,7.56,,0.68,0.038,1.29,4.33,0.0043,0.005,0.005,,,,7.98,4.75,1.34,0.11,0.067,0.15,0.15,0.66,0.57,5.46,,,
24680,351.5,4.25,79.3,1.92,0.24,52.9,14.3,0.2,10.4,,0.17,0.049,0.26,0.54,0.014,,,18.4,,0.11,0.86,0.55,0.33,0.016,0.002,0.005,0.01,0.02,0.041,0.43,,0.7,11.0
24684,495.0,6.47,59.0,25.9,1.77,31.5,0.2,0.11,0.12,,2.28,0.049,2.15,9.37,0.0028,0.0026,0.005,17.3,30.5,0.44,12.9,9.59,2.33,0.071,0.047,0.086,0.085,0.38,0.43,8.69,,3.43,11.0
24685,396.6,7.5,80.4,5.0,0.54,25.6,,,,,,,,,,,,,,,4.1,,,,,,,,,,,,
24686,386.3,3.23,69.5,10.6,0.75,51.7,7.2,0.2,5.8,,2.62,0.049,0.59,2.82,0.011,0.00021,0.0056,34.8,,0.28,6.11,2.87,0.65,0.011,0.011,0.041,0.023,0.048,0.073,3.31,,1.9,12.0
24690,424.9,20.8,43.8,18.5,0.86,19.3,,,,,,,,,,,,,,,8.75,,,,,,,,,,,,
32000,391.0,8.0,82.2,2.2,1.33,35.3,3.68,0.1,3.35,,0.07,0.05,0.85,0.76,0.01,0.01,0.01,,276.0,0.17,0.38,0.79,0.9,0.01,0.01,0.01,0.01,0.01,0.01,0.31,50.0,7.15,8.0
32001,408.0,8.13,70.4,8.9,2.99,26.2,0.2,0.85,0.78,,0.61,0.29,1.27,3.72,0.01,0.01,0.01,,340.0,0.2,3.0,3.91,1.56,0.01,0.01,0.01,0.01,0.1,0.09,2.12,298.0,8.23,8.0
32002,360.0,11.5,59.3,4.42,2.89,22.1,,,,,,0.053,0.75,,,,,,37.5,,1.91,0.65,0.8,,,,,,,,,8.21,5.0
32003,398.0,7.78,75.3,6.08,2.08,24.6,1.1,0.63,0.92,0.023,0.6,0.12,1.06,2.5,0.0043,0.0041,0.0046,0.87,231.0,0.29,2.19,2.4,1.14,0.0064,0.0086,0.059,0.044,0.22,0.11,1.33,445.0,7.05,24.0
32004,418.0,7.49,66.6,12.2,1.65,25.9,3.84,1.23,0.55,0.19,0.41,0.049,2.03,4.57,,,0.0075,1.76,76.2,0.36,5.04,4.63,2.13,,0.03,0.33,0.23,1.19,0.49,2.63,250.0,5.64,78.8
32005,377.0,7.4,83.2,0.87,2.04,9.53,1.99,0.2,0.2,,0.021,0.01,0.32,0.16,,,,,124.0,0.031,0.28,0.16,0.33,,,,,0.013,0.0095,0.085,1040.0,7.21,0.9
32006,390.0,6.66,87.0,1.5,2.4,8.0,0.5,0.2,0.2,,,,,,,,,,9.5,0.1,0.3,0.56,0.56,,,,,,,,,8.0,2.0
32008,383.0,10.7,64.0,6.75,0.78,19.3,,,,,,,,,,,,,,,3.5,2.21,0.74,,,,,,,,,6.6,
32009,388.0,9.04,77.7,3.24,1.98,29.9,0.24,0.2,2.8,,0.7,0.011,0.23,0.97,0.0023,0.0023,0.0023,,228.0,0.2,1.49,0.98,0.24,0.0023,0.0023,0.0023,0.0023,0.0023,0.01,0.77,332.0,7.24,5.0
32011,388.0,8.48,80.1,2.64,1.79,30.3,0.2,0.2,0.2,,0.57,0.029,0.47,0.63,0.01,0.01,0.01,1.02,25.0,0.4,1.4,0.63,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.68,264.0,5.6,20.0
32012,387.0,6.01,84.2,2.2,1.78,32.5,0.4,0.5,7.0,,0.49,0.01,0.18,0.67,0.01,0.01,0.01,1.41,26.0,0.4,0.91,0.67,0.18,0.01,0.01,0.01,0.01,0.01,0.01,0.42,451.0,3.3,20.0
32013,386.0,7.73,79.6,2.93,2.1,31.2,0.33,,0.77,,0.33,0.024,0.28,0.49,0.0021,0.0021,0.0074,,,,1.21,0.59,0.41,0.03,0.022,0.019,0.029,0.054,0.12,0.55,,7.0,
32014,380.0,8.14,82.8,1.05,2.15,5.43,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,
32016,433.0,7.81,69.2,13.0,1.96,29.1,0.47,2.07,0.15,,0.67,0.49,2.33,5.96,0.01,0.01,0.01,3.0,242.0,0.28,3.22,6.3,2.82,0.01,0.01,0.05,0.03,0.24,0.13,1.99,,7.19,40.0
32017,442.0,7.33,67.2,14.8,1.49,34.3,0.14,,0.12,,0.67,0.033,6.88,4.09,,,0.01,,,,3.03,4.27,6.94,0.01,0.01,0.016,0.011,0.055,0.038,1.06,,8.07,
32018,419.0,8.42,64.7,13.3,1.61,31.2,6.8,0.2,2.4,,,,,,,,,1.0,266.0,0.34,5.52,2.25,3.08,,,,,,,,,7.0,7.0
32021,382.0,11.4,78.6,1.65,2.4,17.2,,,,,,,,,,,,,530.0,,0.54,0.36,0.68,,,,,,,,685.0,10.6,5.0
32022,394.0,7.5,73.9,5.9,2.04,19.5,0.41,0.1,0.42,,1.54,0.03,0.48,1.95,0.01,0.01,0.01,,361.0,0.34,3.02,2.04,0.51,0.01,0.01,0.03,0.02,0.01,0.04,1.3,580.0,7.75,40.0
32023,378.0,10.5,77.9,1.74,2.5,20.6,,,,,,,,,,,,,354.0,,0.57,0.31,0.77,,,,,,,,,10.6,20.0
32025,391.0,8.91,75.5,4.93,1.41,23.7,,,,,,,,,,,,,405.0,,0.83,,,,,,,,,,,10.2,
32028,411.0,10.3,74.6,7.01,1.56,22.9,0.5,0.4,0.4,,2.22,0.02,0.34,2.23,0.01,0.01,0.01,2.35,24.0,0.4,4.07,2.29,0.36,0.0094,0.01,0.01,0.0094,0.019,0.057,1.75,555.0,6.0,20.0
32029,378.0,10.5,78.7,1.4,1.9,19.0,2.4,0.3,0.7,,0.05,0.14,0.54,0.19,0.01,0.01,0.01,1.38,30.0,0.24,0.32,0.2,0.68,0.01,0.01,0.01,0.01,0.01,0.01,0.16,648.0,7.3,20.0
32030,379.0,11.3,79.0,1.25,1.36,15.4,,,,,,,,,,,,,,,0.39,,,,,,,,,,,7.0,
32031,401.0,7.51,75.0,6.77,2.19,24.4,1.23,0.75,0.91,,0.64,0.15,1.18,2.92,0.0044,0.0041,0.0046,0.85,272.0,0.26,2.42,2.74,1.25,0.005,0.0084,0.069,0.051,0.25,0.12,1.49,481.0,7.48,26.2
32032,388.0,8.23,79.2,3.24,1.8,28.6,0.69,0.17,1.09,0.12,0.55,0.028,0.49,0.98,0.0041,0.0041,0.0047,1.14,41.1,0.39,1.48,1.02,0.54,0.011,0.0093,0.025,0.02,0.099,0.067,0.75,313.0,5.8,11.6
32107,379.0,4.4,88.0,0.6,1.14,29.6,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,
32108,436.0,8.88,59.7,16.7,1.68,21.7,4.49,0.2,1.5,3.7,0.49,0.06,2.41,6.98,0.01,0.01,0.01,0.9,340.0,0.32,6.61,7.17,2.47,0.01,0.025,0.37,0.22,1.73,0.7,3.07,255.0,6.07,44.0
32109,442.0,8.57,63.2,16.7,1.73,22.7,0.36,0.36,1.08,6.35,1.84,0.043,1.34,6.86,0.01,0.01,0.01,2.41,31.0,0.37,7.74,6.86,1.38,0.01,0.01,0.15,0.09,0.68,0.3,2.92,376.0,2.6,20.0
32110,361.0,9.19,65.4,5.0,1.78,23.8,4.4,3.66,0.42,0.5,0.09,0.05,1.53,2.31,0.01,0.01,0.01,,59.0,0.32,0.75,2.4,1.58,0.01,0.01,0.01,0.01,0.01,0.01,0.65,373.0,5.5,20.0
32111,460.0,5.67,68.4,17.3,1.72,30.0,2.92,0.2,0.55,,0.63,0.044,2.36,5.83,,,0.0094,2.93,57.3,0.39,8.33,5.83,2.41,,0.049,0.54,0.39,1.93,0.79,4.0,182.0,5.77,
32112,451.0,9.13,62.7,16.7,1.71,21.8,1.03,0.25,1.04,,1.68,0.06,1.92,7.33,0.01,0.01,0.01,10.7,190.0,0.35,6.45,7.51,1.98,0.01,0.01,0.04,0.02,0.13,0.15,4.28,290.0,4.1,20.0
32113,400.0,10.7,61.6,11.0,1.8,18.6,6.0,0.2,0.2,,0.079,0.063,,,,,,,143.0,0.39,1.0,5.2,4.32,0.05,0.0035,0.039,0.033,0.27,0.11,0.46,130.0,3.2,2.0
32115,385.0,8.82,75.2,4.01,2.19,44.4,0.2,0.2,1.0,,,,,,,,,,267.0,0.2,2.54,0.95,0.34,,,,,,,,227.0,7.45,8.0
32116,338.0,14.0,49.0,3.5,3.5,18.0,,,,,,,,,,,,,60.0,,0.7,0.5,2.0,,,,,,,,,8.8,
32121,374.0,5.77,84.7,0.63,2.3,30.0,,,,,,,,,,,,,371.0,,0.18,0.097,0.17,,,,,,,,530.0,7.18,5.0
32123,386.0,10.3,67.9,6.3,2.46,20.9,,,,,,,,,,,,,154.0,0.4,0.83,3.55,1.65,,,,,,,,,10.4,5.0
32128,382.0,10.6,68.5,4.83,0.15,11.9,,,,,,,,,,,,,,,0.83,,,,,,,,,,,,
32129,393.0,5.71,86.2,2.35,1.15,30.9,2.0,0.2,0.9,,0.06,0.01,0.18,1.42,0.01,0.01,0.01,0.89,86.0,0.06,0.6,1.44,0.18,0.01,0.01,0.01,0.01,0.01,0.01,0.09,457.0,7.0,20.0
32130,375.0,6.68,80.5,1.96,1.37,,0.2,0.2,0.7,,0.2,0.024,0.48,0.54,,,,,,,0.52,0.55,0.51,,,,,,,0.32,,,
32131,390.0,6.22,83.2,2.82,1.85,29.7,0.23,0.2,3.17,,0.75,0.007,0.19,1.06,,,,,456.0,0.27,1.5,1.07,0.2,,,,,,0.0097,0.74,478.0,7.35,2.0
32133,384.0,5.5,85.3,1.8,2.26,27.0,2.03,0.1,2.19,,0.05,0.02,0.75,0.55,0.01,0.01,0.01,,291.0,,0.35,0.56,0.77,0.01,0.01,0.01,0.01,0.01,0.01,0.3,,7.18,3.0
32134,383.0,7.42,76.8,3.85,1.32,32.0,,,,,,,,,,,,,362.0,,0.85,,,,,,,,,,,9.95,
32135,392.0,7.39,79.4,4.27,2.5,33.3,,,,,,,,,,,,,252.0,,2.01,1.53,0.55,,,,,,,,,9.43,5.0
