id,canonical_food_id,cultivar_name,synonyms,notes,created_at,updated_at,density_g_per_ml,grams_per_unit
989,1036,Canary,"{""Melon Canari""}","Melon allongé, chair blanche croquante, peau jaune vif lisse, saveur douce légèrement acidulée",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
985,1036,Cantaloup,,"Melon américain, chair orange, peau réticulée beige, saveur douce musquée, très juteux",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
992,1036,Casaba,,"Melon tardif, chair blanche juteuse, peau jaune ridée, saveur douce concombre, bonne conservation",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
984,1036,Charentais,"{""Charentais Français""}","Melon charentais classique, chair orange vif, arôme intense, saveur très sucrée, peau lisse gris-vert",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1006,1036,Charentais Blanc,,"Melon charentais, chair blanc crème, arôme subtil, saveur douce rafraîchissante",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
991,1036,Crenshaw,,"Melon américain hybride, chair rose orangé, peau lisse jaune-vert, saveur très sucrée épicée",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1008,1036,Early Dew,,"Melon honeydew précoce, chair vert pâle, peau lisse jaune, maturation rapide, très juteux",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
986,1036,Galia,,"Melon israélien, chair vert pâle, peau réticulée jaune, saveur sucrée tropicale, très parfumé",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
990,1036,Hami,,"Melon chinois, chair orange croquante très sucrée, peau jaune réticulée, excellent conservation",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
988,1036,Honeydew,"{""Melon Miel""}","Melon américain, chair vert pâle très juteuse, peau lisse jaune crème, saveur douce mielée",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
999,1036,Jaune Canari,,"Melon jaune allongé, chair blanche ferme, peau lisse jaune brillant, saveur rafraîchissante",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
993,1036,Ogen,,"Melon israélien, petit calibre, chair vert pâle très parfumée, peau lisse jaune orangé",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1007,1036,Orange Flesh Honeydew,,"Melon honeydew, chair orange inhabituelle, peau lisse crème, saveur sucrée complexe",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1000,1036,Petit Gris de Rennes,,"Melon ancien français, petit calibre, chair orange parfumée, peau gris-vert côtelée",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
987,1036,Piel de Sapo,"{""Melon d'Hiver"",""Santa Claus""}","Melon espagnol, chair blanche croquante, peau verte tachetée, longue conservation, saveur douce",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
994,1036,Sharlyn,,"Melon allongé, chair blanche croquante, peau réticulée crème, saveur complexe ananas-épices",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1005,1036,Sprite,,"Melon hybride japonais, très petit, chair blanche croquante, peau ivoire, saveur délicate",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1001,1036,Sucrin de Tours,,"Melon ancien français, chair orange très sucrée, peau verte striée, saveur classique intense",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1003,1036,Tiger,{Tigger},"Melon décoratif, rayures rouges orangées, chair blanche fruitée, saveur douce tropicale",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
998,1036,Védrantais,"{""Melon de Cavaillon""}","Melon charentais, chair orange intense, arôme puissant, saveur exceptionnelle, peau lisse",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
951,1037,Apple Mint,"{""Menthe Pomme""}","Menthe arôme pomme douce, feuilles rondes duveteuses, saveur fruitée, excellente tisane",2025-10-03 18:33:00.055752+00,2025-10-07 14:22:20.970764+00,,
955,1037,Bergamot Mint,"{""Menthe Bergamote""}","Menthe arôme bergamote citronné, feuilles pourpres, saveur raffinée",2025-10-03 18:33:00.055752+00,2025-10-07 14:22:20.970764+00,,
952,1037,Chocolate Mint,"{""Menthe Chocolat""}","Menthe arôme chocolat mentholé, tiges pourpres, feuilles vert foncé, desserts",2025-10-03 18:33:00.055752+00,2025-10-07 14:22:20.970764+00,,
957,1037,Corsican Mint,"{""Menthe Corse""}","Menthe tapissante naine, très petites feuilles, arôme puissant, couvre-sol",2025-10-03 18:33:00.055752+00,2025-10-07 14:22:20.970764+00,,
958,1037,Kentucky Colonel,,"Menthe spearmint américaine, arôme doux, feuilles larges, idéale julep bourbon",2025-10-03 18:33:00.055752+00,2025-10-07 14:22:20.970764+00,,
956,1037,Mojito Mint,"{""Menthe Mojito""}","Menthe cubaine spéciale cocktails, arôme intense équilibré, feuilles moyennes",2025-10-03 18:33:00.055752+00,2025-10-07 14:22:20.970764+00,,
954,1037,Orange Mint,"{""Menthe Orange""}","Menthe arôme orange agrume, feuilles arrondies, saveur fraîche fruitée",2025-10-03 18:33:00.055752+00,2025-10-07 14:22:20.970764+00,,
950,1037,Peppermint,"{""Menthe Poivrée""}","Menthe poivrée puissante, arôme mentholé intense, feuilles vert foncé, usage culinaire tisane",2025-10-03 18:33:00.055752+00,2025-10-07 14:22:20.970764+00,,
953,1037,Pineapple Mint,"{""Menthe Ananas""}","Menthe panachée blanc crème, arôme fruité ananas, feuilles décoratives",2025-10-03 18:33:00.055752+00,2025-10-07 14:22:20.970764+00,,
949,1037,Spearmint,"{""Menthe Verte"",""Menthe Douce""}","Menthe verte classique, arôme doux, feuilles vert brillant, idéale thé mojito",2025-10-03 18:33:00.055752+00,2025-10-07 14:22:20.970764+00,,
292,1041,Boule d'Or,"{""Golden Ball""}","Navet jaune doré rond, chair jaune tendre, saveur douce",2025-10-03 14:08:29.293091+00,2025-10-07 14:22:20.970764+00,,
294,1041,Boule de Neige,{Snowball},"Navet rond blanc pur, chair blanche tendre et juteuse",2025-10-03 14:08:29.293091+00,2025-10-07 14:22:20.970764+00,,
300,1041,Jaune Petrowski,,"Navet plat jaune doré, chair jaune, saveur douce et sucrée",2025-10-03 14:08:29.293091+00,2025-10-07 14:22:20.970764+00,,
299,1041,Market Express,,"Navet blanc rond précoce, chair tendre, saveur douce",2025-10-03 14:08:29.293091+00,2025-10-07 14:22:20.970764+00,,
293,1041,Milan Rouge,"{""Milan Red Top""}","Navet plat violet-blanc, chair blanche tendre, saveur douce",2025-10-03 14:08:29.293091+00,2025-10-07 14:22:20.970764+00,,
295,1041,Purple Top,"{""Purple Top White Globe""}","Navet rond violet-blanc, chair blanche ferme, saveur prononcée",2025-10-03 14:08:29.293091+00,2025-10-07 14:22:20.970764+00,,
301,1041,Rave d'Auvergne,,"Navet violet tardif, chair blanche ferme, saveur rustique",2025-10-03 14:08:29.293091+00,2025-10-07 14:22:20.970764+00,,
296,1041,Scarlet Ball,,"Navet rond rouge écarlate, chair blanche, saveur douce",2025-10-03 14:08:29.293091+00,2025-10-07 14:22:20.970764+00,,
297,1041,Tokyo Cross,,"Navet japonais blanc, précoce, chair très tendre",2025-10-03 14:08:29.293091+00,2025-10-07 14:22:20.970764+00,,
298,1041,White Egg,"{""Blanc Œuf""}","Navet blanc ovale, chair blanche tendre, saveur délicate",2025-10-03 14:08:29.293091+00,2025-10-07 14:22:20.970764+00,,
1048,1044,Cara Cara,,"Orange navel rose, chair rose corail, saveur douce baies rouges, faible acidité",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1051,1044,Hamlin,,"Orange précoce américaine, très juteuse, sans pépin, idéale jus, maturation automne",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1053,1044,Maroc,"{""Maroc Late""}","Orange marocaine tardive, chair ferme juteuse, saveur riche, maturation printemps",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1044,1044,Navel,"{""Washington Navel""}","Orange navel classique, ombilic caractéristique, sans pépin, chair juteuse sucrée, épluchage facile",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1052,1044,Salustiana,,"Orange espagnole, gros fruits juteux, peu de pépins, saveur douce, maturation hiver",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1046,1044,Sanguine Moro,{Moro},"Orange sanguine italienne, chair rouge foncé, saveur framboise-cerise, jus coloré",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1047,1044,Sanguinelli,{Sanguinello},"Orange sanguine espagnole, chair rouge veinée, saveur douce fruitée, peu de pépins",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1050,1044,Shamouti,{Jaffa},"Orange israélienne, chair ferme juteuse, peu de pépins, saveur équilibrée, bonne conservation",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1049,1044,Tarocco,,"Orange sanguine italienne douce, chair orange-rouge, très juteuse sucrée, excellente table",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1045,1044,Valencia,"{""Valencia Late""}","Orange tardive pour jus, très juteuse sucrée, quelques pépins, maturation printemps",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1066,1045,Duncan,,"Pamplemousse blanc ancien, très juteux, nombreux pépins, saveur acidulée amère marquée",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1071,1045,Flame,,"Pamplemousse rose, chair rose saumon, saveur équilibrée douce, couleur stable",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1065,1045,Marsh,"{""Marsh Seedless""}","Pamplemousse blanc classique, sans pépin, chair blonde juteuse, saveur équilibrée légèrement amère",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1073,1045,Melogold,,"Hybride pomelo-pamplemousse, très doux sans amertume, chair blonde, peau épaisse jaune",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1069,1045,Pomelo,"{Pummelo,Shaddock}","Pomelo asiatique géant, chair rose ou blanche, saveur douce fraîche, peau très épaisse",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1070,1045,Rio Red,,"Pamplemousse rouge texan, chair rouge vif, saveur douce peu amère, très juteux",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1064,1045,Ruby Red,"{""Red Blush""}","Pamplemousse rose texan, chair rouge rubis, saveur douce peu amère, sans pépins",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1067,1045,Star Ruby,,"Pamplemousse rouge intensif, chair rouge foncé, saveur douce, peau fine rouge-rose",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1068,1045,Sweetie,{Oroblanco},"Hybride pomelo-pamplemousse, sans amertume, chair blonde très douce, peau épaisse verte",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1072,1045,Thompson,"{""Pink Marsh""}","Pamplemousse rose mutation Marsh, chair rose pâle, saveur douce, sans pépin",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1022,1047,Allsweet,,"Pastèque oblongue, chair rouge foncé très sucrée, peau rayée classique, résistante maladies",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1027,1047,Bijou,,"Pastèque personnelle compacte, chair rouge sucrée, peau vert foncé, idéale petit jardin pot",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1016,1047,Black Diamond,,"Pastèque très grosse, chair rouge foncé sucrée, peau vert très foncé presque noir, rustique",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1028,1047,Blacktail Mountain,,"Pastèque précoce résistante froid, chair rouge sucrée, peau vert foncé, adaptée climats frais",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1014,1047,Charleston Gray,,"Pastèque allongée, chair rouge vif, peau gris-vert lisse, excellente conservation, saveur classique",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1020,1047,Cream of Saskatchewan,,"Pastèque rare chair blanche crémeuse, saveur douce délicate, peau vert pâle, texture unique",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1010,1047,Crimson Sweet,,"Pastèque classique, chair rouge vif très sucrée, peau vert clair rayée foncé, gros calibre",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1026,1047,Densuke,,"Pastèque japonaise luxe, chair rouge intense extra-sucrée, peau noir brillant uniforme, très rare",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1018,1047,Desert King,,"Pastèque résistante chaleur, chair jaune pâle sucrée, peau vert clair, adaptée climat sec",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1021,1047,Georgia Rattlesnake,{Rattlesnake},"Pastèque ancienne allongée, chair rouge sucrée, peau vert clair rayures foncées serpent",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1015,1047,Jubilee,,"Pastèque allongée classique, chair rouge sucrée, peau vert clair rayée foncé, très productive",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1030,1047,Kuban,,"Pastèque russe rustique, chair rouge rosé, peau vert clair, résistante froid, productive",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1024,1047,Minilee,,"Mini pastèque individuelle, chair rouge sucrée, peau vert foncé, idéale portion une personne",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1011,1047,Moon and Stars,,"Pastèque ancienne décorative, peau vert foncé taches jaunes, chair rouge ou jaune, saveur douce",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1033,1047,New Queen,,"Pastèque asiatique, chair rouge croquante, peau vert foncé, très sucrée, longue conservation",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1013,1047,Orangeglo,,"Pastèque chair orange vif, saveur tropicale unique, peau vert clair striée, très juteuse",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1025,1047,Petite Yellow,,"Mini pastèque chair jaune, saveur mielée, peau vert clair, parfaite apéritif ou dessert",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1017,1047,Picnic,,"Pastèque oblongue moyenne, chair rouge croquante, peau rayée classique, idéale famille",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1023,1047,Sangria,,"Pastèque hybride sans pépin, chair rouge intense sucrée, peau rayée, texture croquante",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1032,1047,Sorbet Swirl,,"Pastèque chair rose pâle marbrée, saveur douce rafraîchissante, texture sorbetée unique",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1009,1047,Sugar Baby,,"Pastèque ronde compacte, chair rouge foncé très sucrée, peau vert très foncé, petit calibre idéal jardin",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1019,1047,Sweet Crimson,,"Pastèque ronde moyenne, chair rouge cramoisie très sucrée, peau rayée, texture fondante",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1031,1047,Tiger Baby,,"Mini pastèque rayée, chair rouge vif, peau vert clair rayures foncées, parfaite snacking",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1029,1047,Verona,,"Pastèque italienne oblongue, chair rouge foncé croquante, peau rayée, saveur intense",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1012,1047,Yellow Doll,"{""Pastèque Jaune""}","Pastèque chair jaune doré, saveur mielée douce, peau vert clair rayée, texture croquante",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
131,1048,Blanche de Juillet,,"Pêche blanche précoce, fondante et juteuse, parfumée",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
134,1048,Dixired,,"Pêche américaine précoce, chair jaune ferme, résistante au transport",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
132,1048,Redtop,,"Pêche jaune à chair jaune, ferme et croquante, bonne à croquer",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
128,1048,Reine des Vergers,,"Pêche blanche tardive, chair fine et fondante, très parfumée",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
129,1048,Sanguine,"{""Sanguine de Savoie""}","Pêche à chair rouge sang, saveur unique, excellente en conserve",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
130,1048,Saturne,"{""Pêche Plate""}","Pêche plate douce, chair blanche, peu acide, forme caractéristique",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
135,1048,Spring Belle,,"Pêche blanche précoce, chair semi-ferme, saveur douce et sucrée",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
133,1048,Spring Lady,,"Pêche jaune très précoce, chair ferme et sucrée, bonne productivité",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
116,1050,Abate Fetel,"{""Abbé Fétel""}","Poire italienne allongée, chair blanche juteuse et très parfumée",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
114,1050,Comice,"{""Doyenné du Comice""}","Grosse poire ronde, chair fine et fondante, une des plus savoureuses",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
113,1050,Conférence,,"Poire allongée vert-brun, chair fondante et sucrée, très productive",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
119,1050,Kaiser,"{""Beurré Bosc"",""Kaiser Alexandre""}","Poire bronze allongée, chair ferme et croquante, arôme de cannelle",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
117,1050,Louise Bonne,"{""Louise Bonne d'Avranches""}","Poire française ancienne, rouge-vert, chair fondante et sucrée",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
115,1050,Passe-Crassane,,"Grosse poire d'hiver, granuleuse, excellente conservation, saveur douce",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
112,1050,Williams,"{""Williams Bon Chrétien"",Bartlett}","Poire juteuse et sucrée, jaune à maturité, excellente à croquer et en conserve",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
405,1051,California Wonder,,"Poivron carré rouge classique, chair épaisse et croquante",2025-10-03 14:14:38.558786+00,2025-10-07 14:22:20.970764+00,,
410,1051,Chocolate Beauty,,"Poivron carré brun-chocolat, chair rouge, saveur douce",2025-10-03 14:14:38.558786+00,2025-10-07 14:22:20.970764+00,,
403,1051,Corno di Toro,"{""Corne de Taureau""}","Poivron italien allongé rouge, chair douce et sucrée, excellent grillé",2025-10-03 14:14:38.558786+00,2025-10-07 14:22:20.970764+00,,
412,1051,Doux des Landes,,"Poivron français allongé rouge, chair fine et douce",2025-10-03 14:14:38.558786+00,2025-10-07 14:22:20.970764+00,,
419,1051,Feherozon,,"Poivron hongrois conique blanc-jaune, chair épaisse et croquante",2025-10-03 14:14:38.558786+00,2025-10-07 14:22:20.970764+00,,
415,1051,Golden California Wonder,,"Poivron carré jaune doré, chair épaisse et croquante",2025-10-03 14:14:38.558786+00,2025-10-07 14:22:20.970764+00,,
421,1051,Gypsy,,"Poivron allongé jaune-orange-rouge, très sucré, résistant",2025-10-03 14:14:38.558786+00,2025-10-07 14:22:20.970764+00,,
422,1051,Islander,,"Poivron carré violet qui devient rouge, chair épaisse",2025-10-03 14:14:38.558786+00,2025-10-07 14:22:20.970764+00,,
407,1051,Jimmy Nardello,,"Poivron fin allongé rouge, très sucré, idéal à frire",2025-10-03 14:14:38.558786+00,2025-10-07 14:22:20.970764+00,,
414,1051,King of the North,,"Poivron rouge précoce, adapté climats frais, chair épaisse",2025-10-03 14:14:38.558786+00,2025-10-07 14:22:20.970764+00,,
413,1051,Lamuyo,,"Poivron espagnol allongé rouge, chair épaisse, très productif",2025-10-03 14:14:38.558786+00,2025-10-07 14:22:20.970764+00,,
416,1051,Lipstick,,"Petit poivron conique rouge, très sucré, idéal à frire",2025-10-03 14:14:38.558786+00,2025-10-07 14:22:20.970764+00,,
406,1051,Marconi Rosso,"{""Marconi Rouge""}","Poivron italien allongé rouge, chair sucrée, excellent à farcir",2025-10-03 14:14:38.558786+00,2025-10-07 14:22:20.970764+00,,
420,1051,Minibell,,"Mini poivron rouge ou jaune, très sucré, idéal snacking",2025-10-03 14:14:38.558786+00,2025-10-07 14:22:20.970764+00,,
409,1051,Orange Sun,,"Poivron carré orange vif, chair épaisse très sucrée",2025-10-03 14:14:38.558786+00,2025-10-07 14:22:20.970764+00,,
408,1051,Purple Beauty,"{""Beauté Pourpre""}","Poivron carré violet foncé, chair verte, légèrement sucré",2025-10-03 14:14:38.558786+00,2025-10-07 14:22:20.970764+00,,
411,1051,Quadrato d'Asti,"{""Carré d'Asti""}","Poivron italien carré rouge-jaune, chair épaisse et sucrée",2025-10-03 14:14:38.558786+00,2025-10-07 14:22:20.970764+00,,
417,1051,Sweet Banana,"{""Banane Doux""}","Poivron allongé jaune-rouge, chair fine et sucrée",2025-10-03 14:14:38.558786+00,2025-10-07 14:22:20.970764+00,,
418,1051,Topepo Rosso,,"Poivron italien plat rouge côtelé, chair épaisse, excellent farci",2025-10-03 14:14:38.558786+00,2025-10-07 14:22:20.970764+00,,
404,1051,Yolo Wonder,,"Poivron carré rouge, chair épaisse, très productif",2025-10-03 14:14:38.558786+00,2025-10-07 14:22:20.970764+00,,
108,1052,Belle de Boskoop,{Boskoop},"Grosse pomme verte-rouge, acidulée, excellente à cuire et en compote",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
67,1052,Braeburn,,"Pomme néo-zélandaise croquante, bon équilibre sucre-acidité",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
110,1052,Calville Blanc,"{""Calville Blanc d'Hiver""}","Pomme ancienne côtelée, chair blanche parfumée, riche en vitamine C",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
107,1052,Chantecler,,"Pomme française jaune-rouge, résistante aux maladies, polyvalente",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
66,1052,Cox Orange Pippin,"{""Cox Orange""}","Pomme anglaise aromatique, saveur complexe, conservation moyenne",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
102,1052,Elstar,,"Pomme hollandaise rouge-orange, juteuse et sucrée, bonne à croquer et cuire",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
63,1052,Fuji,,"Pomme japonaise très sucrée, croquante, excellente conservation",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
62,1052,Gala,,"Pomme rouge-orangé striée, sucrée et juteuse, croissance rapide",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
60,1052,Golden Delicious,{Golden},"Pomme jaune-dorée, sucrée et croquante, excellente conservation",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
61,1052,Granny Smith,,"Pomme verte acidulée, origine australienne, très croquante",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
104,1052,Honeycrisp,,"Pomme américaine très croquante, jutosité exceptionnelle, bien sucrée",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
105,1052,Jazz,{Scifresh},"Pomme néo-zélandaise croquante, aromatique, marque commerciale",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
103,1052,Jonagold,,"Grosse pomme jaune-rouge, croisement Golden x Jonathan, très juteuse",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
106,1052,Kanzi,,"Pomme belge rouge foncé, croquante et sucrée, excellente conservation",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
64,1052,Pink Lady,"{""Cripps Pink""}","Pomme rose-rouge, équilibre sucre-acidité, marque commerciale protégée",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
109,1052,Reine des Reinettes,,"Pomme ancienne française striée, aromatique, saveur fine et équilibrée",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
65,1052,Reinette Grise du Canada,"{""Reinette du Canada""}","Pomme rustique ancienne, peau grise-brune, excellente pour la cuisson",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
111,1052,Topaz,,"Pomme tchèque rouge-orange, résistante tavelure, croquante et acidulée",2025-10-03 14:04:10.592433+00,2025-10-07 14:22:20.970764+00,,
74,1053,Agata,,"Précoce, chair ferme, bonne polyvalence culinaire",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
240,1053,Agria,,"Chair jaune farineuse, allongée, excellente pour frites",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
210,1053,Allians,,"Chair ferme jaune, résistante aux maladies, polyvalente",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
75,1053,Amandine,,"Chair ferme, goût subtil, excellente à la vapeur",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
207,1053,Annabelle,,"Chair ferme jaune, très précoce, excellente en salade",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
249,1053,Apache,,"Chair jaune farineuse, résistante nématodes, frites et purée",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
239,1053,Artemis,,"Chair jaune polyvalente, forme oblongue, productive",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
204,1053,Belle de Fontenay,,"Variété ancienne allongée, chair ferme jaune, goût fin de noisette",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
209,1053,Bernadette,,"Chair ferme jaune pâle, tardive, excellente conservation",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
205,1053,BF 15,"{""Belle de Fontenay 15""}","Amélioration de Belle de Fontenay, chair ferme, productive",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
69,1053,Bintje,,"Variété néerlandaise farineuse, idéale pour frites et purée",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
228,1053,Caesar,,"Chair jaune polyvalente, bonne au four et en purée",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
68,1053,Charlotte,,"Pomme de terre à chair ferme, excellente en salade et vapeur",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
203,1053,Chérie,,"Chair ferme jaune, précoce, texture fine, idéale en salade",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
223,1053,Cheyenne,,"Chair ferme jaune, forme allongée, bonne conservation",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
250,1053,Claudine,,"Chair jaune polyvalente, précoce, saveur agréable",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
212,1053,Corne de Gatte,"{""Corne de Gâte""}","Variété ancienne corne, chair ferme jaune, goût exceptionnel",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
246,1053,Desiree,,"Peau rouge, chair jaune, polyvalente, très cultivée",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
227,1053,Désirée,,"Peau rouge, chair jaune farineuse, polyvalente, très productive",2025-10-03 14:07:14.607391+00,2025-10-07 14:22:20.970764+00,,
